T,Vdot,CA_in,CB_in,CY_in,CZ_in,CY_out
360.0,100.0,5.0,0.5,1.0,5.0,1.48
360.0,100.0,5.0,0.5,2.5,0.5,3.0
360.0,100.0,5.0,0.5,2.5,1.0,2.99
360.0,100.0,5.0,0.5,2.5,2.5,3.0
360.0,100.0,5.0,0.5,2.5,5.0,2.99
360.0,100.0,5.0,0.5,5.0,0.5,5.5
360.0,100.0,5.0,0.5,5.0,1.0,5.49
360.0,100.0,5.0,0.5,5.0,2.5,5.51
360.0,100.0,5.0,0.5,5.0,5.0,5.48
360.0,100.0,5.0,1.0,0.5,0.5,1.49
360.0,100.0,5.0,1.0,0.5,1.0,1.5
360.0,100.0,5.0,1.0,0.5,2.5,1.48
360.0,100.0,5.0,1.0,0.5,5.0,1.47
360.0,100.0,5.0,1.0,1.0,0.5,1.99
360.0,100.0,5.0,1.0,1.0,1.0,2.0
360.0,100.0,5.0,1.0,1.0,2.5,1.98
360.0,100.0,5.0,1.0,1.0,5.0,1.97
360.0,100.0,5.0,1.0,2.5,0.5,3.5
360.0,100.0,5.0,1.0,2.5,1.0,3.5
360.0,100.0,5.0,1.0,2.5,2.5,3.48
360.0,100.0,5.0,1.0,2.5,5.0,3.47
360.0,100.0,5.0,1.0,5.0,0.5,6.0
360.0,100.0,5.0,1.0,5.0,1.0,6.0
360.0,100.0,5.0,1.0,5.0,2.5,5.99
360.0,100.0,5.0,1.0,5.0,5.0,5.96
360.0,100.0,5.0,2.5,0.5,0.5,2.96
360.0,100.0,5.0,2.5,0.5,1.0,2.96
360.0,100.0,5.0,2.5,0.5,2.5,2.91
360.0,100.0,5.0,2.5,0.5,5.0,2.81
360.0,100.0,5.0,2.5,1.0,0.5,3.47
360.0,100.0,5.0,2.5,1.0,1.0,3.44
360.0,100.0,5.0,2.5,1.0,2.5,3.41
360.0,100.0,5.0,2.5,1.0,5.0,3.3
360.0,100.0,5.0,2.5,2.5,0.5,4.96
360.0,100.0,5.0,2.5,2.5,1.0,4.95
360.0,100.0,5.0,2.5,2.5,2.5,4.91
360.0,100.0,5.0,2.5,2.5,5.0,4.8
360.0,100.0,5.0,2.5,5.0,0.5,7.47
360.0,100.0,5.0,2.5,5.0,1.0,7.45
360.0,100.0,5.0,2.5,5.0,2.5,7.4
360.0,100.0,5.0,2.5,5.0,5.0,7.3
360.0,100.0,5.0,5.0,0.5,0.5,4.85
360.0,100.0,5.0,5.0,0.5,1.0,4.78
360.0,100.0,5.0,5.0,0.5,2.5,4.64
360.0,100.0,5.0,5.0,0.5,5.0,4.36
360.0,100.0,5.0,5.0,1.0,0.5,5.35
360.0,100.0,5.0,5.0,1.0,1.0,5.29
360.0,100.0,5.0,5.0,1.0,2.5,5.12
360.0,100.0,5.0,5.0,1.0,5.0,4.87
360.0,100.0,5.0,5.0,2.5,0.5,6.85
360.0,100.0,5.0,5.0,2.5,1.0,6.8
360.0,100.0,5.0,5.0,2.5,2.5,6.62
360.0,100.0,5.0,5.0,2.5,5.0,6.37
360.0,100.0,5.0,5.0,5.0,0.5,9.34
360.0,100.0,5.0,5.0,5.0,1.0,9.29
360.0,100.0,5.0,5.0,5.0,2.5,9.12
360.0,100.0,5.0,5.0,5.0,5.0,8.87
